Gene,TSS
D10Bwg1379e,18463564
Gm4922,18506599
Perp,18564876
Tnfaip3,18731769
Tnfaip3,18735216
Olig3,19076344
Ifngr1,19311763
Il22ra2,19341833
Il20ra,19432392
Slc35d3,19571265
Pex7,19627480
Map3k5,19654331
Mtap7,19868725
Gm6251,19928244
Bclaf1,20032274
Fam54a,20067624
Pde7b,20444874
Ahi1,20672390
Ahi1,20760625
Myb,20880790
Hbs1l,21015784
Aldh8a1,21097105
1700020N01Rik,21312950
Sgk1,21601989
Sgk1,21698477
Sgk1,21705909
Sgk1,21712028
Sgk1,21713695
Sgk1,21714471
4930444G20Rik,21787885
Raet1a,21878414
Raet1e,21893326
Raet1b,21893680
Raet1c,21893707
H60b,21993279
C920009B18Rik,22026525
Raet1d,22081699
Gm10825,22122618
Slc2a12,22364816
Tbpl1,22451253
Tcf21,22539934
Eya4,23069709
Rps12,23507015
1110021L09Rik,23516791
Vnn3,23571267
Vnn1,23614493
Taar1,23640211
Taar2,23658377
Taar3,23669363
Taar4,23680299
Taar5,23690511
Taar6,23705452
Taar7a,23713287
Taar7b,23719744
Taar7d,23747027
Taar7e,23757419
Taar7f,23769315
Taar8a,23796305
Taar8b,23812100
Taar8c,23821757
Taar9,23829340
Stx7,23869122
Moxd1,23943322
Ctgf,24315247
Enpp1,24431908
Enpp3,24556001
Med23,24589791
Arg1,24647276
Akap7,25018969
Epb4.1l2,25128177
Gm9767,25798060
Tmem200a,25798858
Samd3,25949512
L3mbtl3,26094991
Gm8709,26394457
Arhgap18,26492317
Lama2,27336748
Ptprk,27794625
Themis,28388200
4930519F09Rik,28643313
2310057J18Rik,28706112
6330407J23Rik,28863801
9330159F19Rik,28931448
Echdc1,29032971
Echdc1,29033305
Rnf146,29082248
Rspo3,29255673
2610036L11Rik,29920346
Trmt11,30320555
Hint3,30338172
Ncoa7,30375673
Ncoa7,30522913
Hey2,30562589
Hddc2,31033210
Gm3258,31134241
Tpd52l1,31165727
Rnf217,31329531
Nkain2,32609721
Trdn,32803288
Clvs2,33344406
Gm4794,33501921
Sult3a1,33577527
Rsph4a,33624916
Zufsp,33671018
A830082N09Rik,33709101
Rwdd1,33739422
Bet3l,33757402
Fam26d,33764119
Fam26e,33816325
Fam26f,33847778
Dse,33927357
Tspyl1,34001995
Tspyl4,34017226
Col10a1,34109786
Nt5dc1,34138334
Frk,34203205
Hs3st5,36226612
Hdac2,36694349
Marcks,36858732
Rfpl4b,38541585
Lama4,38685646
1700025K23Rik,38853701
Tube1,38853828
Wisp3,38883600
Fyn,39089604
Traf3ip2,39332739
Rev3l,39451965
AA474331,39619044
2010001E11Rik,39646729
G630090E17Rik,39679959
BC021785,39706452
AI317395,39745074
Slc16a10,39862060
Rpf2,39966785
Rpf2,39966845
Gtf3c6,39977471
Amd1,40021992
Cdk19,40069113
Slc22a16,40290167
Ddo,40349816
9030224M15Rik,40403087
Cdc40,40602949
Wasf1,40603339
Gpr6,40791390
Fig4,41023047
Zbtb24,41170201
Mical1,41196119
Smpd2,41210146
Ppil6,41210244
Cd164,41239305
Ccdc162,41307559
2410017P07Rik,41529436
Sesn1,41530379
Sesn1,41607244
Armc2,41738188
Foxo3,41996548
Lace1,42198371
Snx3,42221859
Nr2e1,42303394
Ostm1,42398722
Sec63,42481301
Scml4,42580317
Sobp,42894336
9030612E09Rik,42894509
Pdss2,42941291
Bend3,43198945
1700021F05Rik,43260800
Cd24a,43298974
F830002L21Rik,43313232
Qrsl1,43621542
Rtn4ip1,43621612
Aim1,43724652
Speer5-ps1,43890252
Speer5-ps1,43935230
Atg5,43988163
Prdm1,44178493
Prep,44787019
Popdc3,45009110
Bves,45055567
Lin28b,45190007
Hace1,45297634
Grik2,49508560
Ascc3,50312474
Sim1,50615456
Gp49a,51200484
Lilrb4,51210780
Fam162b,51310266
Gprc6a,51351264
Rfx6,51397565
Rfx6,51405323
Vgll2,51742491
Ros1,51915050
Dcbld1,51953424
Gopc,52101881
Nepn,52111413
Nus1,52137352
Zfa,52265545
Slc35f1,52410306
Pln,53057491
Asf1a,53316766
Mcm9,53350245
Fam184a,53470715
Man1a,53795602
Msl3l2,55826722
D630037F22Rik,55948495
Gja1,56097105
Hsf2,57206190
Serinc1,57252335
Pkib,57351886
Pkib,57351899
Pkib,57351900
Pkib,57365674
Pkib,57370786
Fabp7,57504728
Smpdl3a,57514349
4933403O03Rik,57694761
Dux,57695423
Gm4981,57699408
Gcc2,57718273
Lims1,57786294
Ranbp2,57909599
Ccdc138,57960684
Edar,58138444
BB019430,58159492
Sh3rf3,58276106
10-Sep,58684595
Ankrd57,58684669
P4ha1,58786043
Pla2g12b,58866432
Oit3,58904527
Ccdc109a,59079440
Cbara1,59165382
Dnajb12,59342338
Ddit4,59414518
Ascc1,59465586
Anapc16,59465860
Spock2,59569004
Chst3,59682008
Psap,59740375
Psap,59747208
4632428N05Rik,59809598
LOC100302688,59862473
Cdh23,60159238
Slc29a3,60215530
Unc5b,60294329
Pldi,60400880
Pcbd1,60552090
Sgpl1,60610413
Tbata,60634711
Tbata,60638009
Adamts14,60736186
Prf1,60760583
X99384,60846271
Nodal,60880719
Eif4ebp2,60915417
Lrrc20,60938580
Npffr1,61058231
Ppa1,61111368
Sar1a,61143068
Tysnd1,61158261
Aifm2,61178010
Aifm2,61183396
H2afy2,61246612
Col13a1,61441856
Gm5424,61533769
2010107G23Rik,61573761
Neurog3,61595837
Tspan15,61693966
Tacr2,61715185
Hk1,61803169
Hk1,61842656
Hkdc1,61885205
4930507D05Rik,61911907
Supv3l1,61912441
Vps26a,61949346
Vps26a,61949553
Srgn,61970503
2510003E04Rik,62041205
Ddx21,62065046
Ddx50,62113946
Stox1,62188847
Ccar1,62255116
Tet1,62342762
Slc25a16,62383380
Dna2,62409776
Rufy2,62442970
Hnrnph3,62486597
3110049J23Rik,62487259
Pbld,62524364
Atoh7,62562903
Mypn,62666700
Herc4,62706732
Sirt1,62801743
Sirt1,62801780
Sirt1,62801783
Dnajc12,62849364
Ctnna3,62892845
Ctnna3,62920258
Ctnna3,63283802
Lrrtm3,63553003
Reep3,66559605
Jmjd1c,66590005
Nrbf2,66748029
Egr2,67000616
Ado,67011703
Zfp365,67375410
Rtkn2,67442345
Arid5b,67741474
1700040L02Rik,68004623
Tmem26,68186493
Rhobtb1,68675404
Cdk1,68815660
Ank3,68996455
Ank3,69388279
Ccdc6,69559868
Slc16a9,69708023
Fam13c,69903415
Fam13c,69903657
Phyhipl,70055560
Phyhipl,70062039
Bicc1,70622382
Tfam,70700792
Ube2d1,70748010
Cisd1,70807597
Ipmk,70810540
1700049L16Rik,71443438
Zwint,72117642
Pcdh15,73284614
Gnaz,74429975
Rtdr1,74495298
Rtdr1,74495331
Rab36,74499833
Bcr,74523640
Cytsa,74674817
Cytsa,74675134
Adora2a,74779687
Gm5779,74814799
Upb1,74869778
1110038D17Rik,74980067
Snrpd3,74980786
AI646023,75023075
Ggt1,75036337
Ggt5,75052125
Susd2,75106753
Cabin1,75227102
Ddt,75236119
Gstt3,75244159
Gstt1,75261329
Gstt4,75285288
Gstt2,75297626
Mif,75322995
Derl3,75356142
Smarcb1,75384359
Mmp11,75395208
Chchd10,75398317
Vpreb3,75411056
Gm5134,75417258
Zfp280b,75495356
Slc5a4b,75573763
Slc5a4a,75610195
Mir678,75670154
Prmt2,75700610
S100b,75716580
Dip2a,75808007
Pcnt,75905657
2610028H24Rik,75911825
Mcm3ap,75931715
A130042E20Rik,75931859
Lss,75994371
1700027D21Rik,76025016
Ftcd,76038392
Col6a2,76086149
Col6a1,76188789
Pcbp3,76424692
Slc19a1,76496003
Col18a1,76576450
Col18a1,76629275
Gm10941,76721968
Pofut2,76722044
Adarb1,76881018
LOC100045653,76881120
1810008A18Rik,76978558
Itgb2,76993092
Pttg1ip,77044511
Sumo3,77068978
Ube2g2,77085065
LOC16697,77169331
Krtap12-1,77183330
Gm3238,77234070
Krtap10-4,77289815
Krtap10-10,77298691
Gm10318,77315603
Gm3285,77324719
1700009J07Rik,77356164
Lrrc3,77365281
Trpm2,77432617
1810043G02Rik,77441394
Pfkl,77472541
Dnmt3l,77505031
Aire,77506325
Dnmt3l,77512586
Icosl,77532112
D10Jhu81e,77632513
Pwp2,77647894
Trappc10,77707387
Agpat3,77814445
Rrp1,77875788
Cstb,77888414
Pdxk,77927693
Ilvbl,78037244
Syde1,78054709
Olfr1357,78080819
Casp14,78181038
Ccdc105,78215812
Slc1a6,78243240
Olfr1356,78310658
Olfr1355,78338293
Olfr8,78417951
Olfr1353,78426053
Olfr1352,78443794
Olfr1351,78480068
Olfr57,78497467
2610008E11Rik,78560345
Vmn2r80,78611560
Vmn2r81,78710521
Vmn2r82,78819335
Vmn2r83,78931702
Ppap2c,78996532
Mier2,79017836
Theg,79049881
C2cd4c,79076763
C2cd4c,79076770
Shc2,79100663
Odf3l2,79108483
Madcam1,79127318
Gm16517,79132154
Cdc34,79144939
Gzmm,79151764
Bsg,79167102
Hcn2,79179378
Polrmt,79209326
Fgf22,79217863
Rnf126,79229666
Rnf126,79229686
Fstl3,79240018
Prssl1,79251730
Palm,79256316
9130017N09Rik,79283765
Ptbp1,79317349
E130317F20Rik,79317716
BC005764,79337379
Prtn3,79342411
Elane,79349056
Cfd,79353597
Med16,79371683
C030046I01Rik,79379675
Kiss1r,79379715
Arid3a,79389816
Wdr18,79422896
Grin3b,79433468
ORF61,79447075
Cnn2,79451344
Abca7,79460359
Hmha1,79479416
Hmha1,79482419
Polr2e,79502404
Gpx4,79516254
Gpx4,79516781
Sbno2,79565447
Stk11,79579280
Dos,79602112
Atp5d,79605059
Midn,79611034
Cirbp,79630585
1600002K03Rik,79635688
Efna2,79642226
Mum1,79689342
Ndufs7,79712196
Gamt,79723713
Dazap1,79727735
Rps15,79755175
Apc2,79764564
2310011J03Rik,79783293
Pcsk4,79792218
Reep6,79792914
Adamtsl5,79811157
Adamtsl5,79811191
Plk5,79819203
Mex3d,79850396
Mbd3,79862224
Uqcr11,79869566
Tcf3,79896398
Onecut3,79957650
Atp8b3,80001869
Rexo1,80024305
Klf16,80040041
Fam108a,80053086
Adat3,80065624
Scamp4,80065626
Csnk1g2,80085524
Csnk1g2,80092400
Btbd2,80119816
Mknk2,80134721
Mobkl2a,80164565
9030607L17Rik,80165437
Ap3d1,80204956
Dot1l,80217950
Plekhj1,80261371
Sf3a2,80261479
Amh,80267992
Jsrp1,80276240
Oaz1,80289400
Gm9786,80289440
Lingo3,80306784
Lsm7,80317954
3110056O03Rik,80318019
Tmprss9,80342560
Timm13,80363714
Lmnb2,80380990
Gadd45b,80392835
Gng7,80464110
Gng7,80477670
Diras1,80488122
Slc39a3,80496657
Sgta,80522899
Thop1,80532827
Creb3l3,80561617
Map2k2,80568691
Zbtb7a,80599015
Pias4,80630465
Eef2,80639375
Snord37,80641705
Dapk3,80646749
2310050B05Rik,80657435
Itgb1bp3,80664782
Atcay,80693524
Zfr2,80695907
Matk,80720289
Mrpl54,80729671
Apba3,80730916
Tjp3,80754012
Pip5k1c,80755716
2510012J08Rik,80783847
Tbxa2r,80791475
Gipc3,80806011
Hmg20b,80813171
Hmg20b,80813172
Hmg20b,80813202
F630110N24Rik,80820314
4930404N11Rik,80828565
Fzr1,80841115
Dohh,80847172
2210404O07Rik,80855808
Nfic,80889918
Celf5,80945454
Ncln,80959108
S1pr4,80962882
Gna15,80986970
Gna11,81007791
Aes,81022304
Tle2,81038276
Tle6,81063645
BC025920,81069052
Sirt6,81090067
Sirt6,81090353
Ankrd24,81091284
Gm10778,81111813
Zfp781,81233887
Gm10778,81274930
Zfp781,81393225
Zfp873,81510871
AU041133,81590757
B230315N10Rik,81704020
1190007I07Rik,82085973
Tdg,82092582
Glt8d2,82153395
Hcfc2,82161751
Nfyb,82226886
Txnrd1,82296695
Txnrd1,82321950
Txnrd1,82323085
Eid3,82329370
Chst11,82448241
Slc41a2,82800562
D10Wsu102e,82822965
Aldh1l2,82996885
A230046K03Rik,83006685
Appl2,83111409
1500009L16Rik,83185609
Nuak1,83903216
Ckap4,83996633
Tcp11l2,84039691
Polr3b,84085181
Rfx4,84218792
Rfx4,84300892
Ric8b,84380360
Ric8b,84380400
Fhl4,84565240
AI597468,84565371
Mterfd3,84590772
Cry1,84647799
Btbd11,84849558
Btbd11,85061155
Pwp1,85334575
Prdm4,85379690
Ascl4,85391235
D10Wsu52e,85420538
Bpil2,85474605
Fbxo7,85484673
Timp3,85763156
Syn3,85961641
1810014B01Rik,86148271
Hsp90b1,86168189
BC030307,86168555
BC030307,86175509
Nt5dc3,86241749
Stab2,86470687
1700113H08Rik,86520790
Ascl1,86956405
Pah,86984539
Igf1,87321800
Igf1,87323855
Tyms-ps,87429415
Pmch,87553816
4930547N16Rik,87609686
Nup37,87609736
Nup37,87609815
Ccdc53,87663841
Dram1,87819820
Gnptab,87842156
Sycp3,87922331
Chpt1,87966715
Mybpc1,88067897
Spic,88145768
Gm4925,88193846
Arl1,88194158
Utp20,88289559
Slc5a8,88348736
Ano4,88720535
Gas2l3,88906712
Nr1h4,88969403
Nr1h4,88996367
Slc17a8,89083994
Scyl2,89149030
Actr6,89195040
Uhrf1bp1l,89207735
Anks1b,89336253
Anks1b,90038471
Anks1b,90039435
Apaf1,90545488
Ikbip,90545783
Slc25a3,90586708
Tmpo,90634327
Mir135a-2,91534930
Rmst,91627923
Nedd1,92185163
Cdk17,92623620
Elk3,92773904
Lta4h,92916140
Hal,92951512
Amdhd1,93002778
Ccdc38,93003376
Snrpf,93052403
Ntn4,93103793
Gm8580,93128599
Usp44,93294299
Metap2,93353947
Mir331,93426608
Vezt,93498493
Fgd6,93498745
Nr2c1,93610675
Ndufa12,93661753
Gm4792,93761448
Tmcc3,93977601
Tmcc3,94038001
Tmcc3,94039007
4932415G12Rik,94151358
Ccdc41,94151534
Plxnc1,94407212
Cradd,94786731
Socs2,94877917
Socs2,94878118
Socs2,94878846
Socs2,94879491
D10Ertd322e,94964561
Ube2n,94977795
Nudt4,95026801
Eea1,95403296
Btg1,96079634
Dcn,96945000
Lum,97028134
Kera,97069838
Epyc,97106701
4921510H08Rik,97155692
Gm10754,97429724
Atp2b1,98377785
Poc1b,98569804
Galnt4,98570768
Dusp6,98725864
Csl,99222292
Kitl,99478457
Gm4312,99798309
Gm4303,99803471
Gm4302,99808603
Gm4307,99808605
Gm4302,99813724
Gm4307,99813726
Gm4307,99823971
Gm4312,99829132
Gm4312,99845194
Tmtc3,99949981
Cep290,99950922
4930430F08Rik,100051893
1700017N19Rik,100055019
Mgat4c,101621491
Mgat4c,101621712
Mgat4c,101837070
Nts,101953052
Rassf9,101974855
Alx1,102491411
Lrriq1,102698956
Slc6a15,102830476
Gm4340,103605568
Gm4340,103614078
Tmtc2,105011535
BC067068,105278436
Ccdc59,105278534
Ppfia2,105907394
Acss3,106560720
Lin7a,106708886
Myf5,106923190
Myf6,106931785
Ptprq,107157083
Gm6924,107349190
Ppp1r12a,107599455
Pawr,107769244
Gm5136,108137216
Syt1,108447675
Nav3,109437275
9230102K24Rik,110037705
E2f7,110182520
Csrp2,110357231
Zdhhc17,110447122
Osbpl8,110601857
Bbs10,110735734
Nap1l1,110910247
Nap1l1,110917672
Gm5176,110937843
Phlda1,110943341
Krr1,111409750
Glipr1,111434320
Glipr1l1,111497244
Glipr1l2,111520409
Caps2,111602731
Kcnc2,111708178
4921506J03Rik,112366082
Trhde,114238426
Tph2,114622078
Tbc1d15,114688549
Rab21,114752647
Tmem19,114799318
Thap2,114821491
Zfc3h1,114822014
Lgr5,115024836
Tspan8,115254339
Ptprr,115455418
4933416C03Rik,115550973
Ptprr,115614313
Ptprr,115614406
Ptprb,115738429
1700058G18Rik,115855176
Kcnmb4,115910579
Cnot2,116018567
Gm239,116333935
Rab3ip,116387436
D630029K05Rik,116401795
D630029K05Rik,116403329
Best3,116423369
Lrrc10,116482396
Cct2,116500870
Frs2,116585530
Yeats4,116661563
9530003J23Rik,116675737
Lyz2,116719328
Lyz1,116729924
Cpsf6,116814029
Cpm,117066555
Mdm2,117147772
Slc35e3,117183414
Nup107,117229761
Rap1b,117283030
Mdm1,117578842
Il22,117642019
Iltifb,117732094
Ifng,117878102
Dyrk2,118305959
Cand1,118677111
Grip1,118891369
Grip1,119256567
Helb,119550021
Irak3,119638593
Tmbim4,119645881
Llph,119664115
Mir763,119885166
Hmga2,119913991
Msrb3,120336027
Lemd3,120416386
Wif1,120471059
Tbc1d30,120748245
Gns,120802145
Rassf3,120913306
Tbk1,121023850
Xpot,121063372
D930020B18Rik,121078756
BC048403,121176992
Srgap1,121484249
Gm9079,121516935
Tmem5,121534158
Gm4489,121556752
Avpr1a,121885554
Ppm1h,122115817
Mirlet7i,122422780
Mon2,122513561
Usp15,122633979
Fam19a2,122701131
4930503E24Rik,123906129
Slc16a7,124765591
Lrig3,125403274
Xrcc6bp1,126338427
Ctdsp2,126415772
Mir26a-2,126432585
Ctdsp2,126432668
Mir546,126435495
Avil,126437764
Tsfm,126467870
Mettl1,126478987
Cyp27b1,126485301
9-Mar,126497240
Cdk4,126500658
Tspan31,126507317
Agap2,126515962
Os9,126558216
B4galnt1,126602280
B4galnt1,126602886
Slc26a10,126617701
D10Ertd610e,126626879
D10Ertd610e,126627110
Dtx3,126632765
Pip4k2c,126648678
Kif5a,126700419
Dctn2,126703454
Mbd6,126725827
Ddit3,126727848
Mars,126748842
Arhgap9,126760782
Gli1,126778635
Inhbe,126788828
Inhbc,126807600
R3hdm2,126827366
R3hdm2,126857922
Stac3,126938772
Ndufa4l2,126951994
Shmt2,126959491
Nxph4,126971615
Lrp1,127058204
Stat6,127080041
Nab2,127103759
Tmem194,127114120
Myo1a,127142311
Tac2,127162447
Zbtb39,127176593
Gpr182,127188854
Rdh1,127196818
Rdh9,127213460
Rdh16,127238208
Rdh19,127286983
BC089597,127303531
Rdh7,127325755
Rdh7,127325789
Sdr9c7,127335590
Hsd17b6,127444564
Prim1,127452270
Naca,127472401
Ptges3,127496037
Atp5b,127520362
Mir677,127522341
Baz2a,127529838
Rbms2,127613624
Rbms2,127617353
Gls2,127631690
Spryd4,127648850
Mip,127662893
Timeless,127669118
Timeless,127675121
Apon,127691186
Apof,127705052
Stat2,127707631
Il23a,127735140
Pan2,127740390
Cnpy2,127759514
Cs,127774887
Coq10a,127807093
Ankrd52,127814179
Slc39a5,127837522
Slc39a5,127837573
Slc39a5,127838280
Obfc2b,127846852
Rnf41,127848671
Smarcc2,127896291
Myl6,127930881
Myl6b,127935741
Esyt1,127962915
Zc3h10,127984800
Rpl41,127986224
Pa2g4,128002990
Erbb3,128026557
Rps26,128063562
Ikzf4,128083049
Suox,128110974
Rab5b,128133324
Cdk2,128142107
Si,128143313
Dgka,128181112
Wibg,128184934
Wibg,128185577
Mmp19,128227965
Mmp19,128228008
1110012D08Rik,128241426
Dnajc14,128242731
Ormdl2,128258687
Sarnp,128258826
Gdf11,128328774
Cd63,128345974
Cd63,128346921
Rdh5,128356353
Bloc1s1,128360580
Itga7,128370868
Mettl7b,128398044
Olfr9,128426969
Olfr763,128448342
Olfr765,128484117
Olfr767,128517017
Olfr768,128531028
Olfr769,128549479
Olfr770,128570822
Olfr771,128598038
Olfr772,128612110
Olfr773,128624475
Olfr774,128675206
Olfr1518,128687591
Olfr776,128698018
Olfr777,128706377
Olfr780,128758680
Olfr781,128769938
Olfr782,128787620
Olfr784,128824690
Olfr786,128873869
Olfr787,128899733
Olfr788,128909749
Olfr790,128937941
Olfr791,128963284
Olfr792,128977594
Olfr794,129007712
Olfr796,129045535
Olfr798,129063115
Olfr799,129084185
Olfr800,129096863
Mir684-1,129102810
Olfr801,129107573
Olfr802,129119793
Olfr803,129129095
Olfr804,129141935
Olfr805,129160598
Olfr806,129175971
Olfr807,129192504
Olfr808,129204553
Olfr809,129212926
Olfr810,129228643
Olfr811,129239579
Olfr812,129280096
Olfr813,129293575
Olfr814,129311811
Olfr815,129339782
Olfr816,129349332
Olfr818,129383116
Olfr819,129403754
Olfr247,129412605
Olfr247,129421480
Olfr820,129454418
Olfr821,129470683
Olfr822,129511467
Olfr823,129549844
Olfr824,129564111
Olfr825,129600380
Olfr826,129617934
Olfr827,129648184
Neurod4,129717296
5830405N20Rik,129759907
Vmn2r84,129831297
Vmn2r85,129866668
Vmn2r86,129892950
Vmn2r87,129934435
Pisd-ps1,3024023
Pisd-ps3,3024029
Sfi1,3093466
Eif4enif1,3102355
Eif4enif1,3102585
Eif4enif1,3102997
Eif4enif1,3103021
Drg1,3166389
Patz1,3190459
Pik3ip1,3230733
Limk2,3256144
Limk2,3271395
Limk2,3309238
Rnf185,3352328
8430429K09Rik,3352439
Pla2g3,3388229
Inpp5j,3404824
Selm,3414704
Smtn,3439295
Tug1,3547536
Tug1,3548811
Morc2a,3549496
Morc2a,3558702
Osbp2,3763906
4921536K21Rik,3795129
Dusp18,3795242
Slc35e4,3814667
Tcn2,3831964
Tcn2,3832047
Tcn2,3832081
Pes1,3863977
Gal3st1,3883638
Gal3st1,3889935
Sec14l4,3931784
Sec14l3,3964843
1700020C11Rik,3995434
Sec14l2,4018732
Rnf215,4035162
Ccdc157,4060296
Sf3a1,4060356
Tbc1d10a,4086835
Gatsl3,4118253
Osm,4136787
Lif,4157570
Lif,4167097
Hormad2,4341085
Mtmr3,4494818
Gm11961,4527769
Gm11961,4530014
Ascc2,4537795
Uqcr10,4604347
Zmat5,4604680
Cabp7,4646781
Nf2,4749530
Nipsnap1,4774005
Thoc5,4795345
Nefh,4848067
Ap1b1,4886907
Rasl10a,4958130
Gas2l1,4964854
Gas2l1,4965303
Ewsr1,4999080
Rhbdd3,4999440
Emid1,5052225
Kremen1,5161613
Znrf3,5344850
Xbp1,5420969
Ccdc117,5442220
Ankrd36,5469686
Mrps24,5607702
Urgcp,5641179
2210015D19Rik,5662152
Urgcp,5662379
Dbnl,5688485
Pgam2,5703799
Polm,5738019
Aebp1,5761868
Pold2,5778259
Myl7,5798785
Gck,5849602
Ykt6,5855760
Camk2b,5965751
Gm11968,6072510
Nudcd3,6100454
Npc1l1,6130248
Ddx56,6167732
Tmed4,6174840
Ogdh,6191599
Zmiz2,6289366
Zmiz2,6295127
Ppia,6315872
H2afv,6344446
Purb,6375920
Myo1g,6420961
Ccm2,6446958
Nacad,6506057
Tbrg4,6526070
Wap,6538652
Ramp3,6558535
Gm11978,6560239
Adcy1,6963491
Igfbp1,7097789
Igfbp3,7113926
Tns3,8564538
Hus1,8911140
Gm11992,8948594
Sun3,8948994
Upp1,9018010
Upp1,9018105
Upp1,9018509
Abca13,9091944
Vwc2,11014018
Zpbp,11362411
4930415F15Rik,11389268
Ikzf1,11586215
Fignl1,11708965
Ddc,11790404
Grb10,11927974
Grb10,11937423
Cobl,12364963
Pom121l12,14499242
Vstm2a,16157726
Sec61g,16408487
Egfr,16652205
2810442I21Rik,16851096
Fbxo48,16851412
Plek,16908721
Cnrip1,16951936
Ppp3r1,17059300
Pno1,17111592
Wdr92,17111895
C1d,17157620
Etaa1,17853878
Meis1,18918683
Spred2,19824444
Actr2,20012954
Rab1,20101604
Cep68,20149427
Slc1a4,20232716
Sertad2,20443255
Sertad2,20531979
Aftph,20641487
1110067D22Rik,20731111
Peli1,20991326
Vps54,21138891
Ugp2,21270882
4932414J04Rik,21411183
Mdh1,21471937
AV249152,21472283
Otx1,21901654
Ehbp1,22185841
Tmem17,22412285
B3gnt2,22759735
B3gnt2,22760336
Zrsr1,22872028
Commd1,22882284
Cct4,22890592
Fam161a,22913386
Xpo1,23156040
Ahsa2,23397946
1700093K21Rik,23419195
1700093K21Rik,23419942
LOC100134990,23458842
0610010F05Rik,23533631
Pus10,23565673
Pex13,23565935
Pus10,23565975
Rel,23670970
Papolg,23795270
Bcl11a,23978055
Bcl11a,23980694
Gm10466,24630722
5730522E02Rik,26110576
Fancl,26287083
Vrk2,26493920
Gm12070,26685107
Ccdc85a,28484296
Mir216b,28646190
Mir216a,28657011
Mir217,28663727
Efemp1,28753204
Pnpt1,29030750
Smek2,29072906
Ccdc104,29147272
Ccdc88a,29273774
Prdxdd1,29415033
Mtif2,29426456
1700034F02Rik,29447949
Rps27a,29448040
Rtn4,29592897
Rtn4,29593773
Rtn4,29618562
4931440F15Rik,29725668
Eml6,29926033
Spnb2,30098257
Spnb2,30119772
4930505A04Rik,30371829
Acyp2,30549396
Psme4,30671774
Gpr75,30791096
Erlec1,30854131
Asb3,30854397
Chac2,30886365
Stc2,31270061
Bod1,31571862
Cpeb4,31772210
4930524B15Rik,31865632
Nsg2,31900458
Il9r,32100279
Snrnp25,32105414
Rhbdf1,32122293
Mpg,32126504
Nprl3,32167614
Hba-x,32176599
Hba-a1,32183671
Hba-a2,32183674
F830116E18Rik,32186963
Hba-a1,32196488
Hba-a2,32196491
Hbq1,32200068
Sh3pxd2b,32247810
Ubtd2,32355371
Efcab9,32427574
Stk10,32433265
Fbxw11,32542874
1700008A04Rik,32724594
Fgf18,33047400
Npm1,33063056
Tlx3,33103588
Ranbp17,33413746
Gabrp,33478957
Kcnip1,33743527
Kcnmb1,33863012
Lcp2,33947200
Foxi1,34108089
Fam196b,34214821
Dock2,34597325
Ccdc99,34647143
Slit3,34934957
Mir218-2,35430317
Pank3,35582996
Mir103-1,35595897
Fbll1,35612386
Rars,35648030
Wwc1,35793591
Odz2,36757745
Mat2b,40506115
Hmmr,40546939
Nudcd2,40547143
Ccng1,40568788
Gabrg2,41813821
Gabrg2,41814180
Gabra1,41996432
Gabra6,42134553
Gabrb2,42233258
Atp10b,42963378
Mir146,43187963
Pttg1,43239483
Pttg1,43239750
Slu7,43247232
C1qtnf2,43287845
Ccnjl,43342285
Fabp6,43415013
Pwwp2a,43495499
Ttc1,43561475
Adra1b,43649834
Il12b,44213564
Ublcp1,44284050
Rnf145,44332465
Rnf145,44332878
Ebf1,44431635
Clint1,45665465
Lsm11,45758437
Thg1l,45768996
Sox30,45793811
Gm12166,45865112
Adam19,45869488
Nipal4,45979861
C030019I05Rik,46049058
Cyfip2,46125852
Itk,46203017
Fam71b,46218231
Med7,46250448
Med7,46250462
Havcr2,46268432
Gm12169,46337752
Gm12171,46361914
BC053393,46385014
Dppa1,46442776
Gm4926,46458508
Timd2,46503859
Timd2,46512332
Timd2,46520606
Havcr1,46553724
Havcr1,46564012
Havcr1,46564669
Timd4,46624300
Sgcd,47192804
Gnb2l1,48613861
Snord96a,48615534
Snord95,48616640
Trim41,48630893
Trim7,48639639
Irgm1,48684848
Gm5431,48715654
Gm12185,48740661
9930111J21Rik1,48792883
9930111J21Rik2,48792900
Tgtp1,48805748
Tgtp2,48805756
Olfr56,48864234
9930111J21Rik2,48864744
Tgtp2,48877714
Ifi47,48900556
Olfr1396,48927259
Olfr1395,48961760
Olfr1394,48973517
Btnl9,49000591
Zfp62,49017001
Mgat1,49057692
Mgat1,49060978
Mgat1,49064053
Olfr1393,49093651
Olfr1392,49106798
Olfr10,49131049
Olfr1391,49140914
Olfr1390,49154035
Olfr1389,49243928
Olfr1388,49257354
Olfr1387,49273182
Olfr1386,49283555
Olfr1385,49308036
Olfr1384,49327119
Olfr1383,49337226
Olfr1382,49348688
Olfr1381,49365250
Olfr1380,49377424
Flt4,49423180
Scgb3a1,49477111
Cnot6,49526212
Gfpt2,49607656
Mapk9,49660252
Rasgef1c,49715336
Rnf130,49838832
Mir340,49883203
Tbc1d9b,49944861
3010026O09Rik,49988352
Sqstm1,50024292
Mgat4b,50038836
Ltc4s,50051973
Maml1,50105838
Canx,50139175
Mir804,50171381
Hnrnph1,50191220
Rufy1,50244613
Adamts2,50415586
Zfp354c,50641233
Zfp879,50655054
Grm6,50664186
Zfp454,50700945
Zfp2,50729663
Zfp354b,50745137
Prop1,50767134
