CHROM,EPU start,EPU end,promoters inside the EPU
chr2,3205450,3253439,"3249900,3253439,"
chr2,3259400,3283841,"3283841,"
chr2,3329900,3341402,"3339920,3341402,"
chr2,3380600,3450150,"3392258,3430086,3430336,"
chr2,3607200,3727600,"3630729,"
chr2,4041800,4177600,"4073908,"
chr2,4307800,4450225,"4322021,"
chr2,4462550,4573132,"4480799,4573132,"
chr2,4639190,4692450,"4639190,"
chr2,4798300,4802609,"4802609,"
chr2,4829650,4891850,"4840041,"
chr2,4897167,4912600,"4897167,"
chr2,4929300,5001425,"4933837,4984984,"
chr2,5435950,5642800,"5635710,"
chr2,5719200,5819700,"5766006,5766079,5816399,"
chr2,5856050,5878450,"5863838,5872514,"
chr2,5988850,6051231,"6051231,"
chr2,6053914,6061550,"6053914,6053928,"
chr2,6247725,6344650,"6273781,"
chr2,6409525,8046400,"6806042,6849768,7002348,7317627,7317825,"
chr2,9774750,9852300,"9800227,9802872,"
chr2,9973850,10030400,"10002137,10002238,"
chr2,10040500,10068000,"10052310,"
chr2,10075169,10121250,"10075169,"
chr2,10200900,10328700,"10294208,"
chr2,10347550,10447200,"10389416,10396059,10398477,10400935,10402874,10403381,10405816,10408273,10413186,10415648,10420531,10422959,10429256,10429544,10430922,10431790,10433293,10436221,10437446,"
chr2,11082225,11235000,"11094008,"
chr2,11400950,11601700,"11423717,11475556,11524826,11564418,"
chr2,11611150,11651100,"11627162,11627474,"
chr2,11687375,11719525,"11699154,11699379,"
chr2,12005900,12242900,"12223547,"
chr2,12303000,12341087,"12341087,"
chr2,12740900,12900350,"12845667,"
chr2,12905200,12932491,"12932491,"
chr2,13186975,13526150,"13192905,13413503,13466291,13495937,"
chr2,13597600,13931400,"13715147,"
chr2,13970975,13977662,"13977662,"
chr2,13989850,14058650,"13995738,"
chr2,14075800,14520550,"14096150,14151040,14182629,14310024,"
chr2,14525932,14549100,"14525932,"
chr2,14554425,14914600,"14642268,"
chr2,14949100,14987500,"14970939,14976499,14976988,"
chr2,16234000,16678750,"16277948,"
chr2,17457300,17691550,"17652695,"
chr2,17854250,18141200,"17918573,17948875,17959368,17970076,17976897,"
chr2,18594088,18653700,"18594088,18598644,18620648,"
chr2,18798300,19070700,"18919748,18919945,"
chr2,19293262,19311800,"19293262,"
chr2,19343300,19377800,"19367289,"
chr2,19443500,19475537,"19475537,"
chr2,19483900,19651100,"19579688,"
chr2,20170550,20271000,"20211539,"
chr2,20274900,20733025,"20431673,20441139,"
chr2,20810600,20894025,"20889348,20890500,"
chr2,21120700,21138000,"21126992,21127350,"
chr2,21189050,21454200,"21289193,"
chr2,22193900,22526075,"22477846,"
chr2,22600250,22678100,"22629846,"
chr2,22713400,23081000,"22751041,22895760,22923720,22924591,23011544,23012065,23062995,"
chr2,23868800,23904899,"23904899,"
chr2,24008691,24038100,"24008691,"
chr2,24041995,24388000,"24041995,24070936,24132473,24132790,24146715,24192379,24200810,24200890,24240916,24331086,"
chr2,24530300,24618672,"24618567,24618672,"
chr2,24780500,24831552,"24790801,24805321,24817941,24830618,24831552,"
chr2,24904400,24971550,"24909898,24935842,24950725,"
chr2,25019250,25067009,"25036277,25052333,25067009,"
chr2,25070150,25095417,"25070150,25074264,25080222,25089727,25092307,25095417,"
chr2,25098448,25102250,"25098448,"
chr2,25118117,25174683,"25118117,25127938,25127985,25143664,25145430,25174683,"
chr2,25188091,25204900,"25188091,25188262,"
chr2,25211852,25221146,"25211852,25221146,"
chr2,25255500,25302350,"25258602,25279213,25284193,"
chr2,25307125,25423700,"25312362,25316614,25325269,25349431,25356026,25356297,25402414,25413419,"
chr2,25435619,25497000,"25435619,25463966,25473198,25477522,25477525,25483494,"
chr2,25508637,25555593,"25508637,25513474,25532305,25538245,25555593,"
chr2,25562398,25567300,"25562398,"
chr2,25609800,25644300,"25621088,25632536,"
chr2,25671356,25683650,"25671356,25678672,"
chr2,25691900,25714250,"25702768,"
chr2,25719350,25984250,"25719373,25733380,25838802,25877280,25947916,25978331,"
chr2,26011375,26273600,"26062076,26092940,26150077,26171059,26207630,26215067,26236173,26244836,26244867,26264708,"
chr2,26313100,26477350,"26359342,26436575,26439383,26442149,26446876,26459730,"
chr2,26483976,26495764,"26483976,26493505,26494841,26495764,"
chr2,26499300,26526802,"26526802,"
chr2,26683000,26766326,"26720499,26758333,26766162,26766326,"
chr2,26771940,26833500,"26771940,26772050,26789031,26789588,26819906,26828935,"
chr2,26861200,26895100,"26865485,26883518,"
chr2,26901675,27102332,"26923388,26927681,26934900,26997994,27021026,27102332,"
chr2,27197350,27331193,"27282345,27330918,27331193,"
chr2,27370666,28273900,"27370666,27532720,27741944,27940398,27977067,28048612,28061208,"
chr2,28296600,28303460,"28303460,"
chr2,28311450,28335100,"28321844,28323585,"
chr2,28339450,28418882,"28352410,28368686,28388983,28418882,"
chr2,28438799,28493100,"28438799,28477502,"
chr2,28496762,28522350,"28496762,"
chr2,28531800,28676650,"28555171,28555680,"
chr2,28686350,28718400,"28695880,28695925,"
chr2,28745200,28879400,"28771941,28771960,"
chr2,28906225,28997400,"28910586,28915782,28980511,"
chr2,29072575,29147800,"29103560,29108513,"
chr2,29202355,29216050,"29202355,"
chr2,29391725,29672150,"29475239,29617047,29617082,29643191,29643782,29658199,"
chr2,29676400,29787000,"29682908,29701247,29725013,29745239,29745582,"
chr2,29790928,29944300,"29790928,29821079,29904399,29917562,29934285,"
chr2,29955450,29979974,"29979974,"
chr2,29985650,30020300,"29989390,"
chr2,30027043,30033977,"30027043,30033968,30033975,30033977,"
chr2,30040350,30125775,"30061219,30093151,30093288,30122068,"
chr2,30141874,30258600,"30141874,30141952,30214751,30219854,30247935,"
chr2,30265250,30271569,"30271268,30271569,"
chr2,30296800,30422675,"30329719,"
chr2,30450563,30617700,"30450563,"
chr2,30622850,30659177,"30657227,30659177,"
chr2,30663496,30741650,"30663496,30683820,30700886,"
chr2,30748150,30758817,"30758817,"
chr2,30762000,30837798,"30808520,30823438,30837461,30837798,"
chr2,30841250,31001500,"30952020,30997528,"
chr2,31042300,31428244,"31101442,31325789,31428244,"
chr2,31433825,31519450,"31495556,"
chr2,31544075,31600750,"31544075,"
chr2,31620950,31799750,"31666038,31701525,31742800,"
chr2,31805822,31829969,"31805822,31829969,"
chr2,31883850,31947700,"31939225,"
chr2,31951170,32001850,"31951170,"
chr2,32006667,32115625,"32006667,32092202,32115625,"
chr2,32137550,32149100,"32143588,32143772,"
chr2,32160400,32213400,"32173979,32208824,"
chr2,32231800,32256400,"32237435,32243259,32251409,"
chr2,32265250,32286671,"32286671,"
chr2,32295600,32306990,"32305976,32306990,"
chr2,32316650,32423000,"32390878,"
chr2,32431338,32455228,"32431338,32443009,32455228,"
chr2,32462480,32485023,"32462480,32485023,"
chr2,32493300,32562050,"32502114,32549695,"
chr2,32576591,32612790,"32576591,32612790,"
chr2,32616125,32707850,"32630903,32631340,32639925,32702752,32702757,"
chr2,32710700,32818820,"32731653,32816771,32817231,32818820,"
chr2,32828100,33065750,"32837576,32942724,"
chr2,33071480,33123300,"33071480,"
chr2,33145400,33235300,"33226998,"
chr2,33262625,33324052,"33286844,33324052,"
chr2,33399275,33743466,"33496031,33743466,"
chr2,34202600,34227556,"34227556,"
chr2,34266000,34319200,"34287544,"
chr2,34582550,34681755,"34610752,34627609,34655311,34678701,34681755,"
chr2,34729955,34835100,"34729955,34769496,34817292,"
chr2,34916961,35067000,"34916961,34956180,34965011,35056640,"
chr2,35084950,35199050,"35137959,35192529,"
chr2,35252695,35769700,"35252695,35316945,35413977,35477500,35547513,"
chr2,35780800,35877900,"35835144,"
chr2,35889850,35904992,"35904812,35904992,"
chr2,35908825,36004150,"35959580,35960928,35991917,35992224,"
chr2,36070325,36127150,"36085945,"
chr2,36131950,37187268,"36157016,36232297,36245430,36276919,36308106,36335648,36382933,36424119,36495560,36543523,36589842,36642046,36648757,36668610,36705567,36715866,36725087,36746366,36762467,36783632,36792640,36852331,36861132,36923826,36941266,36961168,37056762,37075010,37122470,37187268,"
chr2,37194400,37255648,"37214852,37255648,"
chr2,37278423,37341700,"37278423,37286439,37298641,37298804,37307773,"
chr2,37363900,37372145,"37372145,"
chr2,37378250,37564950,"37502805,"
chr2,37595325,37710675,"37631768,"
chr2,38175450,38233300,"38206827,"
chr2,38367216,38499426,"38367216,38367395,38499426,"
chr2,38503150,38576600,"38570062,"
chr2,38600200,38762925,"38640035,38708254,38709349,"
chr2,38781981,38827750,"38781981,38787499,"
chr2,38836725,38872000,"38853828,38860651,38863658,"
chr2,38887500,38955600,"38920926,"
chr2,38970500,39031800,"39017755,"
chr2,39058300,39108100,"39081858,"
chr2,41521900,42509118,"42509118,"
chr2,43078800,43757750,"43410848,43604343,43604346,"
chr2,44593100,44826500,"44717142,"
chr2,44840400,44984900,"44966657,44967779,44968799,"
chr2,48669628,48800425,"48669628,"
chr2,49311775,49538850,"49474833,"
chr2,49617350,49751200,"49643205,"
chr2,49867350,49940925,"49921981,"
chr2,50139500,50194450,"50152197,"
chr2,50761700,50765203,"50765203,"
chr2,50844375,51041700,"51004631,"
chr2,51469350,51492850,"51483030,"
chr2,51763275,51845400,"51790164,51790529,51828728,"
chr2,51893632,52050300,"51893632,51928356,"
chr2,52194318,52221850,"52194318,"
chr2,52258000,52560500,"52280394,52414087,52532101,"
chr2,52601183,52622475,"52601183,"
chr2,52713600,52933600,"52716901,"
chr2,53050221,53059450,"53050221,53051117,"
chr2,53696500,54219700,"53937963,"
chr2,54311200,55565700,"55289566,"
chr2,56843400,56990200,"56967449,56976414,"
chr2,57090088,57125800,"57090088,57090792,"
chr2,57854100,58093000,"57905163,58012533,"
chr2,58203350,58214000,"58210169,"
chr2,58231850,58448450,"58419239,"
chr2,58524250,58648100,"58607595,"
chr2,58968350,59057225,"58998684,58998906,"
chr2,59424400,59573500,"59450100,"
chr2,59716375,59727625,"59720663,"
chr2,59868000,60136750,"59963797,60047992,60122475,"
chr2,60214225,60278800,"60221288,"
chr2,60378150,60439000,"60391318,"
chr2,60450900,61005300,"60511750,60560660,60719495,60801261,"
chr2,61393800,61500325,"61416642,61431153,"
chr2,61523800,61636550,"61549750,"
chr2,61894100,62303600,"62250288,"
chr2,62311500,62321710,"62321710,"
chr2,62327700,62510700,"62412078,62484312,62502383,"
chr2,62680700,63112100,"63022344,"
chr2,63657700,64011000,"63936064,"
chr2,64662225,65128200,"64860823,65076683,"
chr2,65202083,65216725,"65202083,"
chr2,65229750,65448250,"65405549,"
chr2,65471000,65868800,"65508501,65683823,"
chr2,65901350,65970500,"65962850,"
chr2,66010450,66094674,"66094674,"
chr2,66100200,66346400,"66278894,66278936,"
chr2,66514200,67377900,"66622967,67011890,67284058,"
chr2,67905100,67988300,"67955769,"
chr2,68116500,68323100,"68310038,"
chr2,68415400,68643525,"68420469,68495940,"
chr2,68967925,68989000,"68973856,"
chr2,69037300,69068200,"69044214,69058054,"
chr2,69083500,69189075,"69180673,"
chr2,69218518,69304900,"69218518,"
chr2,69369300,69455400,"69424124,"
chr2,69478400,69485311,"69485311,"
chr2,69497500,69508176,"69508176,"
chr2,69532000,69557400,"69550663,"
chr2,69616175,69665300,"69627543,69627793,69660426,"
chr2,69673000,69723661,"69699618,69723661,"
chr2,70312979,70346875,"70312979,70346875,"
chr2,70390050,70456700,"70400220,"
chr2,70486500,70507650,"70499565,"
chr2,70580775,70686100,"70663537,"
chr2,70800450,70911800,"70856431,70893663,70893800,"
chr2,70923150,71042475,"70956110,"
chr2,71141350,71205611,"71205611,"
chr2,71214800,71281100,"71227316,"
chr2,71291394,71390400,"71291394,71367501,71375948,71384811,"
chr2,71553800,71573475,"71557473,"
chr2,71625139,71727850,"71625139,71711328,"
chr2,71811925,71888900,"71819343,"
chr2,72099250,72258700,"72123693,72123757,"
chr2,72302200,72362225,"72314275,"
chr2,72817338,72929450,"72817338,72818503,"
chr2,73069400,73128650,"73109982,"
chr2,73133500,73164050,"73150649,73150708,"
chr2,73224455,73233800,"73224455,"
chr2,73288275,73396050,"73367467,"
chr2,73404150,73451125,"73418363,"
chr2,73455450,73583150,"73463797,73498480,"
chr2,73602300,73637675,"73613403,"
chr2,73730685,73734600,"73730685,"
chr2,73741950,73749351,"73749351,"
chr2,74434600,74633650,"74497476,74506366,74513086,74520449,74530004,74535819,74543545,74550049,74554187,74560034,74564126,74601036,"
chr2,74658100,74715650,"74663868,"
chr2,75419700,75590400,"75497315,75497346,75542698,"
chr2,75598400,75754250,"75670233,"
chr2,75762100,75828100,"75776519,75816236,75820024,"
chr2,76208040,76239550,"76208040,"
chr2,76244594,76377900,"76244594,"
chr2,76478000,76488329,"76486051,76488329,"
chr2,76502950,76511155,"76511155,"
chr2,76791400,76820604,"76820604,"
chr2,76897675,77061000,"77008693,"
chr2,77076100,77123500,"77118682,"
chr2,77239900,77545200,"77357723,77541329,"
chr2,77651000,77654873,"77654873,"
chr2,77701750,77874100,"77784240,"
chr2,77926800,78077703,"78077703,"
chr2,78692100,79142300,"78709203,79095582,"
chr2,79209400,79269145,"79269145,"
chr2,79285050,79383600,"79296793,"
chr2,79396500,79537000,"79475581,"
chr2,79638900,79915225,"79748556,"
chr2,79969128,80028900,"79969128,79969569,"
chr2,80271100,80316100,"80287553,"
chr2,80383200,80439500,"80421122,"
chr2,80450800,80468947,"80457370,80468947,"
chr2,80478972,80512700,"80478972,"
chr2,83489575,83724150,"83564553,83652884,"
chr2,83770000,83781383,"83781383,"
chr2,83795612,84328100,"83795612,83801422,83807232,83813042,83818852,83824662,83830472,84265423,84314331,84316916,84316932,"
chr2,84385100,84490897,"84490667,84490897,"
chr2,84510865,84547700,"84510865,84518204,84518558,"
chr2,84555321,84726849,"84555321,84567425,84574360,84581335,84615586,84638984,84662809,84667177,84679564,84680479,84680782,84726849,"
chr2,84735200,84875991,"84776812,84820617,84828371,84875991,"
chr2,84877357,84885100,"84877357,84877607,"
chr2,84890616,85022700,"84890616,84976516,"
chr2,85031750,85124450,"85036856,"
chr2,85165300,85255034,"85172053,85194081,85240688,85255034,"
chr2,85270984,85307200,"85270984,85279313,"
chr2,85366800,86368584,"85419371,85430666,85449065,85488476,85504612,85518898,85529587,85561563,85593519,85600531,85609959,85616742,85625630,85640425,85663129,85681946,85689576,85708750,85726958,85745209,85763426,85791221,85815369,85819468,85831975,85847934,85860796,85886600,85914860,85926011,85960380,85971818,85986889,86000598,86003104,86011972,86022266,86038907,86057865,86069126,86076990,86095848,86116642,86137974,86155442,86173511,86187921,86196594,86215567,86226573,86254207,86263831,86286161,86296426,86323897,86348617,86368584,"
chr2,87258206,90162378,"87258206,87274645,87297323,87332575,87348614,87372191,87385699,87415242,87446368,87468621,87475902,87486278,87498614,87512522,87534104,87552061,87578479,87586317,87594148,87622692,87642547,87649978,87673197,87697333,87708149,87736333,87743831,87783783,87790422,87808414,87814820,87830269,87846933,87864858,87875294,87890779,87911564,87934123,87942142,87965150,87990240,88025035,88065187,88115204,88179723,88231405,88243089,88252846,88264180,88289278,88301498,88326890,88365657,88399607,88431962,88518013,88523887,88541484,88569754,88587043,88596830,88608470,88634540,88657329,88671275,88692108,88704763,88737752,88750548,88770470,88798624,88820424,88828357,88842447,88854219,88864256,88895581,88915246,88938120,88952667,88965886,88991493,89011402,89034189,89089849,89123288,89137425,89143747,89166335,89180457,89203584,89247234,89258568,89280500,89323290,89334503,89368565,89415930,89431303,89450310,89458402,89471053,89497596,89508041,89562266,89592983,89629507,89656484,89676100,89685128,89720984,89769967,89784270,89817936,89833551,89842564,89855088,89862221,89877077,89892479,89959753,89979294,89990193,90064628,90093143,90106585,90122730,90137016,90162378,"
chr2,90235300,90284400,"90240796,"
chr2,90316150,90517371,"90319331,90420804,90517371,"
chr2,90585526,90665900,"90585526,90622900,"
chr2,90673800,90765200,"90687311,90725942,90744878,90744942,90758207,"
chr2,90768650,90951050,"90780614,90875783,90894172,90910378,90936953,"
chr2,90958300,90978350,"90958300,"
chr2,91019900,91035273,"91023204,91024025,91035192,91035273,"
chr2,91057375,91077302,"91077223,91077302,"
chr2,91096969,91100700,"91096969,91097485,"
chr2,91288500,91320600,"91297687,"
chr2,91357250,91443500,"91386478,91436237,"
chr2,91467000,91493364,"91476571,91489948,91490274,91493364,"
chr2,91523125,91603350,"91550733,91551106,91570294,"
chr2,91693750,91772439,"91762345,91771856,91771950,91772439,"
chr2,91790505,91925700,"91790505,91803720,91864327,"
chr2,92030750,92062100,"92061718,"
chr2,92200225,92211193,"92211193,"
chr2,92214832,92304725,"92214832,92215395,92223074,92241420,92274226,92299951,92300675,"
chr2,92355100,92457850,"92439863,"
chr2,92717800,92889200,"92755257,92886301,"
chr2,92953875,93616525,"93027740,93174644,93302653,93303103,93482590,"
chr2,93689933,93749300,"93689933,93709260,"
chr2,93784800,93820700,"93797257,"
chr2,93900000,94014100,"93998066,"
chr2,94081610,94128550,"94081610,94101556,"
chr2,97307830,97442300,"97307830,"
chr2,101382000,101464904,"101464904,"
chr2,101469143,101478900,"101469143,"
chr2,101489689,101504550,"101489689,"
chr2,101518596,101530300,"101518596,"
chr2,101551550,101669450,"101637864,"
chr2,101714400,101746475,"101726418,"
chr2,101791875,102052950,"102026534,"
chr2,102247550,102300600,"102291949,"
chr2,102489875,102541975,"102498839,"
chr2,102546594,102573900,"102546594,"
chr2,102666800,102858600,"102741822,"
chr2,102901200,102925900,"102913670,102913831,"
chr2,103087250,103186125,"103143353,"
chr2,103256700,103387950,"103264224,103325310,"
chr2,103396450,103586950,"103406466,"
chr2,103589800,103667600,"103601407,103637235,103637797,"
chr2,103712300,103827575,"103798151,103809713,103810443,"
