Chromosome;Start;End;Name;Length;Strand;Half-life (h);k (cpm/h);stderror Half-life;stderror k;Rsquare
chr13;14637946;14638203;AW209491;257;+;1.230391265;0.563355089;0.367135604;0.239590333;0.686444471
chr17;26195560;26195811;Axin1;251;+;2.982197623;0.232428319;0.847102291;0.092216286;0.831770843
chr13;55703250;55703500;B230219D22Rik;250;+;2.040394899;0.339712269;0.249385219;0.047302491;0.965077103
chr17;45442294;45442544;B230354K17Rik;250;+;1.770757208;0.391441118;0.457229285;0.136257737;0.809315384
chr13;13998818;13999071;B3galnt2;253;+;2.386551552;0.290438805;0.503102744;0.077581381;0.882323891
chr19;8926983;8927236;B3gat3;253;+;1.978103799;0.350409913;0.590508889;0.149121453;0.634700068
chr1;86307043;86307305;B3gnt7;262;+;2.399387434;0.288885059;0.717824194;0.123318993;0.748200432
chr7;141072142;141072392;B4galnt4;250;+;4.748113974;0.145983686;1.370123858;0.059211461;0.81085323
chr1;171276645;171276897;B4galt3;252;+;3.543448753;0.195613717;0.969740192;0.073704726;0.848710854
chr11;61512672;61512931;B9d1;259;+;6.632683667;0.104504785;2.492722603;0.062923645;0.772194113
chr8;71404294;71404772;Babam1;478;+;5.685970691;0.121904811;1.962129716;0.064232886;0.753626407
chr16;87732872;87733346;Bach1;474;+;2.620867104;0.264472464;0.961252711;0.153183097;0.64271554
chr19;6951645;6951905;Bad;260;+;5.15327288;0.134506205;1.523675045;0.056464589;0.821679149
chr17;35147058;35147322;Bag6;264;+;8.758849848;0.079136781;4.169909956;0.071910563;0.682792538
chr11;120292026;120292297;Bahcc1;271;+;4.481418664;0.154671374;1.979807088;0.122408884;0.628409459
chr11;120006532;120006785;Baiap2;253;+;2.709890162;0.255784235;0.760420095;0.099772485;0.800220229
chr8;122025929;122026179;Banp;250;+;2.870515969;0.241471285;1.105337887;0.151207044;0.644550684
chr5;135245850;135246130;Baz1b;280;+;2.211706034;0.313399326;0.362771807;0.061490797;0.940693868
chr10;128129052;128129303;Baz2a;251;+;3.810301879;0.18191398;0.629605964;0.036009141;0.92787814
chr7;16317953;16318334;Bbc3;381;+;2.495846194;0.277720311;0.496145117;0.068905087;0.896081274
chr17;25185264;25185534;BC003965;270;+;3.357346679;0.206456838;0.813902035;0.066066168;0.877184967
chr13;24813621;24813986;BC005537;365;+;2.999603578;0.231079595;0.647019515;0.063552674;0.880107018
chr11;102264933;102265184;BC030867;251;+;2.493391025;0.277993774;0.792108842;0.129432571;0.777999768
chr18;75009683;75009935;BC031181;252;+;4.368736087;0.158660804;1.16939101;0.057992031;0.851610959
chr2;115778338;115778768;BC052040;430;+;4.764918675;0.145468838;1.85168945;0.092462038;0.670777477
chr3;103178377;103178830;Bcas2;453;+;5.963312861;0.116235253;1.305477498;0.032577903;0.921326337
chr7;45589456;45589710;Bcat2;254;+;5.020688876;0.138058182;1.543393436;0.06127696;0.765428345
chr7;133720889;133721145;Bccip;256;+;6.786900809;0.102130147;2.544057679;0.061238414;0.7512656
chr9;84123989;84124240;Bckdhb;251;+;9.742962953;0.071143366;4.338856364;0.057119681;0.739982014
chr7;127908352;127908622;Bckdk;270;+;7.299600785;0.094956861;2.910611967;0.062971812;0.759698447
chr3;145934033;145934364;Bcl10;331;+;3.115310673;0.222496968;0.831079668;0.080951842;0.818104649
chr9;44510162;44510412;Bcl9l;250;+;1.542769474;0.449287591;0.337615149;0.125864625;0.853810649
chr10;20340016;20340266;Bclaf1;250;+;3.098313045;0.223717607;0.64403602;0.058706575;0.875350866
chr10;20342249;20342640;Bclaf1;391;+;3.758287892;0.184431635;0.681133022;0.04082423;0.928827519
chrX;136271672;136271978;Bex3;306;+;6.090608464;0.1138059;0.993383985;0.022179317;0.958547855
chrX;136140187;136140442;Bex4;255;+;5.542067821;0.125070137;1.02656254;0.028433655;0.943186416
chr16;13678137;13678387;Bfar;250;+;2.015534833;0.343902357;0.523019259;0.120513018;0.8518255
chr16;13703362;13703612;Bfar;250;+;3.33224161;0.208012282;1.108879514;0.103744036;0.714763478
chrX;135890824;135891081;Bhlhb9;257;+;4.891432039;0.141706391;1.434039996;0.058776277;0.83739709
chr11;117855482;117855744;Birc5;262;+;4.437166493;0.156213922;0.76520725;0.032553745;0.945704075
chr17;74702643;74703074;Birc6;431;+;3.046805673;0.227499636;0.97577254;0.107187033;0.725968507
chr17;74703097;74703356;Birc6;259;+;3.260514695;0.212588271;0.903139521;0.08144519;0.821102304
chr1;44144265;44144515;Bivm;250;+;2.548252356;0.272008845;0.817897873;0.128572185;0.630455057
chr11;76987131;76987389;Blmh;258;+;5.976605978;0.115976724;1.419205806;0.036115951;0.907695531
chr9;70008006;70008256;Bnip2;250;+;2.597709327;0.266830154;0.38855794;0.046931585;0.942823946
chr7;126696443;126696696;Bola2;253;+;7.155696824;0.096866482;1.832112762;0.033336624;0.903990045
chr14;99074290;99074540;Bora;250;+;2.165084906;0.320147805;0.664268706;0.141699009;0.70038633
chr6;134710918;134711184;Borcs5;266;+;1.574130512;0.440336538;0.465734164;0.185023859;0.694426981
chr11;69061326;69061577;Borcs6;251;+;2.615850673;0.264979644;0.91237848;0.141922907;0.713112345
chr8;70145292;70145549;Borcs8;257;+;4.2269407;0.163983181;1.246909915;0.068614142;0.778711666
chr6;34504871;34505125;Bpgm;254;+;3.45607138;0.200559278;1.194732357;0.105961404;0.614664535
chr1;185357519;185357777;Bpnt1;258;+;4.735564384;0.146370554;1.443513118;0.064181204;0.809710452
chr5;150569496;150569746;Brca2;250;+;2.714577997;0.255342518;0.320311367;0.034160402;0.964913612
chr5;32084489;32084947;Bre;458;+;5.73340049;0.120896348;2.18001244;0.074170211;0.607019664
chr5;144264148;144264573;Bri3;425;+;4.388530577;0.157945164;0.7535185;0.032741185;0.945214931
chr5;125454617;125455099;Bri3bp;482;+;4.411590882;0.157119551;1.068622848;0.050225291;0.880001828
chr6;113616444;113616697;Brk1;253;+;6.151196036;0.112684944;1.917297497;0.051028753;0.844684115
chr6;113616698;113616951;Brk1;253;+;3.703751932;0.187147302;1.398898422;0.113586423;0.712213483
chr19;5049661;5049917;Brms1;256;+;5.091466686;0.136138999;2.212846192;0.104652443;0.64813966
chr12;55869485;55869735;Brms1l;250;+;1.182778946;0.586032735;0.260613218;0.165618687;0.789100425
chr6;113324592;113324862;Brpf1;270;+;2.339045792;0.296337585;0.576846482;0.097004517;0.840354025
chr17;28838236;28838789;Brpf3;553;+;1.12707465;0.614996691;0.197990483;0.131057547;0.893247809
chr7;4715665;4715998;Brsk1;333;+;1.286834184;0.538645296;0.389606025;0.233897533;0.604535947
chr4;129488086;129488496;Bsdc1;410;+;2.522873287;0.274745142;0.626985679;0.090860486;0.838388513
chr10;79711721;79711979;Bsg;258;+;8.743200912;0.079278423;2.272583465;0.027843839;0.920856253
chr10;85660039;85660292;Btbd11;253;+;5.451916031;0.127138271;2.323681747;0.0944395;0.63348096
chr10;96619375;96619625;Btg1;250;+;1.985540813;0.349097423;0.355656244;0.076176363;0.917859621
chr19;45529039;45529295;Btrc;256;+;4.069476675;0.170328334;1.317950362;0.081585369;0.759741927
chr2;118641338;118641592;Bub1b;254;+;3.642536947;0.190292423;0.87286452;0.059970812;0.883122949
chr7;131570926;131571176;Bub3;250;+;4.142248469;0.167335974;0.824080121;0.041558545;0.924398358
chr7;131571641;131571898;Bub3;257;+;3.024923272;0.229145376;0.854339083;0.090191319;0.697258907
chr9;46298533;46298783;Bud13;250;+;2.925785123;0.236909804;0.541621001;0.053819837;0.927278654
chr5;145147827;145148078;Bud31;251;+;4.425554755;0.156623795;1.137203024;0.054164842;0.872222024
chr18;61647235;61647485;Bvht;250;+;3.102266706;0.223432492;0.907800489;0.092428912;0.69899294
chr1;58406298;58406548;Bzw1;250;+;6.166689608;0.112401827;1.262347141;0.028931529;0.93699954
chr1;58407098;58407354;Bzw1;256;+;4.032960199;0.171870573;0.867698281;0.047115153;0.886801771
chr11;17266976;17267230;C1d;254;+;7.850730268;0.08829079;3.273114079;0.063130201;0.739401996
chr7;100469901;100470159;C2cd3;258;+;3.526084872;0.196576998;1.159267388;0.096283429;0.749960655
chr1;85851322;85851578;Cab39;256;+;2.897814699;0.239196516;0.627780772;0.066150101;0.891950643
chr2;27020839;27021091;Cacfd1;252;+;3.890530331;0.178162647;1.499406394;0.111720772;0.703570493
chr8;84639839;84640249;Cacna1a;410;+;3.3657453;0.205941662;0.842673161;0.068781827;0.860165718
chr7;3435416;3435667;Cacng6;251;+;2.489905101;0.278382971;0.642617701;0.09684136;0.708535858
chr7;3367971;3368221;Cacng7;250;+;6.564874005;0.105584232;1.84841268;0.041379165;0.871731488
chr10;81325993;81326251;Cactin;258;+;2.671177949;0.259491203;0.5425128;0.066134074;0.909431441
chr5;31078229;31078480;Cad;251;+;8.628687767;0.080330544;3.19639271;0.04726694;0.828875127
chr9;47853134;47853391;Cadm1;257;+;4.469559306;0.155081773;1.809934804;0.105536664;0.635091875
chr12;100206264;100206514;Calm1;250;+;6.53907314;0.10600083;1.911338747;0.043780277;0.868395254
chr12;100206575;100206825;Calm1;250;+;6.387932622;0.108508843;1.717368918;0.039898763;0.891894275
chr12;100207061;100207311;Calm1;250;+;6.718057495;0.103176726;2.072690752;0.046035859;0.845653022
chr6;29376417;29376675;Calu;258;+;5.944559832;0.116601935;1.435220451;0.037111751;0.902959794
chr13;55632156;55632416;Caml;260;+;0.834034197;0.831077651;0.210293281;0.28019654;0.75338939
chr8;3608789;3609075;Camsap3;286;+;2.812661719;0.246438161;0.649538728;0.074000013;0.863145523
chr1;92947694;92947948;Capn10;254;+;4.474800069;0.154900145;1.179447025;0.05544065;0.847582522
chr14;31371732;31371986;Capn7;254;+;3.456528804;0.200532737;1.008905059;0.082659148;0.811406649
chr6;17665862;17666114;Capza2;252;+;4.813143905;0.144011314;0.881631412;0.032294161;0.920266009
chr6;17666286;17666536;Capza2;250;+;4.50410613;0.153892284;1.487856591;0.075912038;0.759647576
chr6;17666574;17666966;Capza2;392;+;4.240964997;0.163440911;1.208728859;0.065151834;0.835879053
chr4;139291018;139291268;Capzb;250;+;8.856868698;0.078260975;3.333662986;0.047236284;0.728946497
chr4;139291566;139291820;Capzb;254;+;7.142767821;0.097041819;1.1847009;0.019295777;0.964130211
chr3;14900519;14900770;Car2;251;+;5.125899558;0.135224495;1.516621154;0.056821422;0.770528385
chr9;21589215;21589465;Carm1;250;+;5.472905877;0.126650667;1.867518051;0.065602487;0.73339192
chr19;18704216;18704466;Carnmt1;250;+;4.335436103;0.159879459;1.304480382;0.068809853;0.797380517
chr19;18704542;18704792;Carnmt1;250;+;3.571531533;0.194075615;1.143715873;0.091426777;0.692635911
chr11;98833549;98833807;Casc3;258;+;2.299992391;0.301369336;0.359011616;0.055742485;0.93953918
chr2;121935659;121935913;Casc4;254;+;4.171423309;0.16616563;1.594983627;0.102867325;0.695651197
chr8;46639438;46639698;Casp3;260;+;8.284439726;0.083668565;4.092327689;0.081677012;0.685813262
chr4;32653014;32653271;Casp8ap2;257;+;2.35494192;0.294337272;0.497971626;0.078930509;0.893688167
chr2;154539095;154539412;Cbfa2t2;317;+;1.943897034;0.356576078;0.436448189;0.10323865;0.873241964
chr8;105217736;105217988;Cbfb;252;+;3.393806951;0.204238836;0.964156156;0.081047915;0.827445625
chr16;93690733;93690991;Cbr3;258;+;4.53634297;0.152798672;1.651515877;0.087474717;0.752957273
chr11;119031022;119031275;Cbx2;253;+;1.635906865;0.423708217;0.345095338;0.113277366;0.866743879
chr6;51483454;51483708;Cbx3;254;+;4.974769511;0.139332522;0.818309451;0.027431304;0.948508491
chr15;79667410;79667660;Cby1;250;+;7.819496228;0.088643457;3.968291773;0.091338465;0.616002387
chr4;108633869;108634122;Cc2d1b;253;+;4.412266096;0.157095507;1.487000171;0.079856345;0.733688429
chr9;110711340;110711593;Ccdc12;253;+;5.74905281;0.120567197;1.862497506;0.057777668;0.805125435
chr13;74357426;74357676;Ccdc127;250;+;2.137604008;0.324263604;0.514120516;0.102686952;0.838414777
chr13;74359411;74359668;Ccdc127;257;+;1.260476492;0.549908852;0.36115211;0.220833267;0.739116944
chr16;34724944;34725194;Ccdc14;250;+;1.477792514;0.469042287;0.281197112;0.110223837;0.894229661
chr6;91899342;91899850;Ccdc174;508;+;2.397047845;0.289167019;0.664543422;0.110916912;0.805136923
chr14;65866352;65866605;Ccdc25;253;+;3.520312481;0.196899333;0.763794511;0.05455819;0.902113515
chr2;110044393;110044836;Ccdc34;443;+;3.880134094;0.178640007;1.074798316;0.06844171;0.807087211
chr16;27451966;27452218;Ccdc50;252;+;3.377856952;0.205203237;0.718018181;0.055394205;0.886697398
chr16;36091860;36092119;Ccdc58;259;+;4.395011241;0.157712266;0.860839009;0.038414899;0.921891056
chr10;105847025;105847510;Ccdc59;485;+;3.358805568;0.206367164;1.027633572;0.090971334;0.750311599
chr10;70192950;70193201;Ccdc6;251;+;3.024143122;0.22920449;0.872225789;0.092902299;0.775961788
chr9;108464304;108464554;Ccdc71;250;+;1.5389377;0.450406264;0.23328672;0.080476178;0.943102286
chr7;92581828;92582294;Ccdc90b;466;+;3.873218235;0.178958979;1.000335244;0.062313354;0.835485868
chr6;147632354;147632613;Ccdc91;259;+;4.72033126;0.14684291;1.930305282;0.101594626;0.62516688
chr17;55967689;55968282;Ccdc94;593;+;0.88934685;0.779389032;0.272260875;0.343869651;0.611059188
chr11;6596484;6596761;Ccm2;277;+;3.755268642;0.184579919;1.41526287;0.111636094;0.707379022
chr4;21747712;21747963;Ccnc;251;+;5.833214056;0.118827661;2.613115922;0.096428879;0.637517771
chr17;47599433;47599691;Ccnd3;258;+;6.063956986;0.114306085;1.426352049;0.035156233;0.912278202
chr2;121016662;121016912;Ccndbp1;250;+;5.106729614;0.135732109;1.794345169;0.07352717;0.724282406
chr12;108203106;108203363;Ccnk;257;+;4.024743133;0.17222147;0.751848569;0.039562676;0.92686601
chr4;155824092;155824543;Ccnl2;451;+;2.312455495;0.29974509;0.450703875;0.072564069;0.895958804
chr1;127804587;127804837;Ccnt2;250;+;2.167728025;0.319757448;0.353042981;0.062208107;0.940162566
chr1;127805519;127805933;Ccnt2;414;+;3.787678098;0.183000551;1.465012193;0.115426863;0.708355295
chr1;64725390;64725642;Ccnyl1;252;+;3.660866192;0.189339666;0.807157378;0.053553785;0.887762446
chr7;118736766;118737021;Ccp110;255;+;3.711117759;0.186775852;1.165745588;0.085540782;0.777132777
chr3;88321516;88321766;Cct3;250;+;7.498369066;0.092439726;2.644055503;0.050350222;0.831018988
chr11;23003079;23003336;Cct4;257;+;5.808629073;0.119330598;0.948471599;0.023287658;0.95823222
chr11;23005984;23006234;Cct4;250;+;4.566007925;0.151805952;1.547804985;0.077849639;0.697578862
chr5;129845816;129846085;Cct6a;269;+;5.45068208;0.127167054;0.898210513;0.02509028;0.946262521
chr5;129846101;129846443;Cct6a;342;+;4.757590661;0.1456929;0.6077887;0.021338488;0.970172752
chr6;85468144;85468477;Cct7;333;+;7.458295593;0.092936405;1.544700636;0.024276083;0.947371942
chr7;141471220;141471481;Cd151;261;+;7.868227907;0.088094446;3.521109479;0.071355358;0.724298435
chr10;41530791;41531044;Cd164;253;+;4.041613575;0.171502586;0.881860322;0.047864917;0.90590922
chr10;43584010;43584265;Cd24a;255;+;2.920872321;0.237308278;0.935572994;0.111831608;0.692451982
chr17;33848505;33848755;Cd320;250;+;4.343964424;0.159565575;1.219535919;0.062282094;0.820856157
chr5;43911924;43912374;Cd38;450;+;1.176701343;0.589059564;0.357262234;0.256820469;0.654379573
chr10;128912568;128912821;Cd63;253;+;9.92555394;0.069834609;3.733281611;0.042102842;0.857230187
chr7;143067669;143067930;Cd81;261;+;4.944102295;0.140196772;0.881035913;0.030400289;0.943551631
chr8;13781632;13781936;Cdc16;304;+;4.761248494;0.145580971;1.665712558;0.07833734;0.737449264
chr9;109893089;109893339;Cdc25a;250;+;1.401826478;0.494460043;0.315669522;0.143704797;0.837023765
chr9;109893451;109893896;Cdc25a;445;+;2.076175435;0.333857712;0.350128196;0.067722943;0.932366871
chr2;131198245;131198511;Cdc25b;266;+;4.932839447;0.140516874;1.915709796;0.089220413;0.702791116
chr10;79688148;79688402;Cdc34;254;+;4.747039092;0.146016742;1.090049698;0.043523644;0.899506563
chr19;6325402;6325652;Cdc42bpg;250;+;2.88025007;0.240655208;0.722581726;0.080593042;0.833249836
chr3;95236124;95236424;Cdc42se1;300;+;1.99097128;0.348145243;0.464259252;0.105867804;0.85200463
chr11;98921636;98921893;Cdc6;257;+;2.654190276;0.261152031;0.607403798;0.077499406;0.867572174
chr5;106984189;106984439;Cdc7;250;+;2.642710401;0.262286469;0.896974277;0.13476505;0.712442927
chr6;124833030;124833280;Cdca3;250;+;3.808611965;0.181994697;0.604210914;0.034316298;0.942353967
chr6;124833451;124833703;Cdca3;252;+;4.892616295;0.141672091;1.549437861;0.065659703;0.79520222
chr19;6091523;6091775;Cdca5;252;+;2.13208027;0.325103698;0.464627794;0.090588617;0.883020587
chr2;72486640;72486890;Cdca7;250;+;3.398354147;0.203965552;0.761655577;0.058918946;0.896577154
chr12;117878455;117878706;Cdca7l;251;+;3.296674744;0.210256466;0.873367837;0.075777127;0.79997981
chr8;106669991;106670247;Cdh1;256;+;4.837761344;0.143278498;0.795739271;0.028206755;0.953072779
chr7;126980251;126980502;Cdipt;251;+;2.962803661;0.233949752;0.869431716;0.097165406;0.787373115
chr8;123232000;123232256;Cdk10;256;+;5.065933588;0.136825161;1.757068418;0.072656684;0.741343355
chr4;155649682;155649934;Cdk11b;252;+;6.032084059;0.114910067;1.628836898;0.042507211;0.889133022
chr11;98253290;98253541;Cdk12;251;+;2.778637972;0.249455736;0.907357617;0.12095759;0.729547827
chrX;20699629;20699879;Cdk16;250;+;4.935767125;0.140433526;1.176915412;0.043970445;0.879790918
chr10;93241028;93241342;Cdk17;314;+;2.606932941;0.26588608;0.815748103;0.121090834;0.697197192
chr19;4098760;4099018;Cdk2ap2;258;+;4.419728754;0.156830253;1.583079207;0.087523929;0.751533847
chr10;127067028;127067287;Cdk4;259;+;8.037470764;0.086239465;2.537353395;0.039784606;0.87540105
chr5;146302622;146302874;Cdk8;252;+;3.648364453;0.18998847;1.071818909;0.079033431;0.814780941
chr17;29100469;29100723;Cdkn1a;254;+;1.405310112;0.493234322;0.349787376;0.163451846;0.839493962
chr11;51977080;51977336;Cdkn2aipnl;256;+;4.963460612;0.139649981;1.890534213;0.085915845;0.721159459
chr2;132307368;132307622;Cds2;254;+;5.025073097;0.137937731;1.53022857;0.060396465;0.828273939
chr2;132311800;132312050;Cds2;250;+;1.903953496;0.364056781;0.630434387;0.180220235;0.688114683
chr8;122572878;122573134;Cdt1;256;+;2.665066664;0.260086245;0.539860776;0.066069063;0.911058879
chr13;35873808;35874064;Cdyl;256;+;1.668200684;0.415505873;0.374886008;0.120440401;0.857590118
chr6;120770939;120771192;Cecr2;253;+;4.080862277;0.169853118;1.6329798;0.113308834;0.690700167
chr2;91019242;91019497;Celf1;255;+;5.871886455;0.118045059;1.79459242;0.051956706;0.853799288
chr5;30674150;30674408;Cenpa;258;+;6.086826577;0.113876611;1.747481401;0.045858822;0.872608512
chr3;135273278;135273540;Cenpe;262;+;3.436839232;0.201681584;1.075882609;0.091905843;0.767316263
chrX;134362386;134362643;Cenpi;257;+;3.350266865;0.206893125;1.071658175;0.097304425;0.774695726
chr1;161086076;161086329;Cenpl;253;+;2.4554741;0.282286496;0.789899815;0.133874576;0.757272584
chr8;116941253;116941503;Cenpn;250;+;4.643022332;0.149287927;1.50173443;0.071369078;0.735032146
chr4;154008477;154008737;Cep104;260;+;1.558842757;0.444654971;0.366064076;0.136464722;0.819409954
chr12;112746332;112746591;Cep170b;259;+;2.953116258;0.2347172;0.585449563;0.058038187;0.90593128
chr16;32107804;32108055;Cep19;251;+;5.312874747;0.13046556;2.033495642;0.080899811;0.7058629
chr18;67884918;67885170;Cep192;252;+;3.107345915;0.223067273;0.718818538;0.067131276;0.854071446
chr19;38074173;38074425;Cep55;252;+;1.868803855;0.37090419;0.286485994;0.067153925;0.945747569
chr9;99300151;99300403;Cep70;252;+;3.716477318;0.186506501;1.452773285;0.119693943;0.694435096
chr3;95323349;95323599;Cers2;250;+;3.997324801;0.173402767;1.142368112;0.069384517;0.839876458
chr2;69114031;69114283;Cers6;252;+;5.213476358;0.132952973;2.014654129;0.083735274;0.723067328
